Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Review Rating,Promo Code Used,Previous Purchases,Payment Method,Discount Value (%)
21,F,Sneakers,Footwear,55,Colorado,L,4.9,No,0,Cash,0.0
45,F,Backpack,Accessories,49,Colorado,M,2.6,No,0,Cash,0.0
57,U,Socks,Clothing,58,Georgia,M,4.2,No,0,Bank Transfer,0.0
47,F,Jewelry,Accessories,34,North Dakota,M,4.8,Yes,49,Debit Card,10.0
46,F,Shorts,Clothing,43,Idaho,S,2.7,No,0,Debit Card,0.0
63,F,Jewelry,Accessories,48,Connecticut,L,2.6,No,0,Cash,0.0
36,F,Shirt,Clothing,29,Colorado,L,3.1,No,0,Debit Card,0.0
24,F,Pants,Clothing,81,Kentucky,M,2.6,No,14,Debit Card,0.0
65,F,Hoodie,Clothing,84,New Mexico,M,3.4,Yes,5,Bank Transfer,10.0
32,F,Socks,Clothing,46,New Jersey,M,3.6,No,0,Debit Card,0.0
63,F,Dress,Clothing,86,California,L,4.3,Yes,13,Bank Transfer,10.0
62,F,Blouse,Clothing,57,North Dakota,XL,4.9,No,0,Debit Card,0.0
19,F,Skirt,Clothing,61,Florida,L,4.8,No,0,Cash,0.0
38,F,Backpack,Accessories,90,Texas,M,4.2,No,0,Bank Transfer,0.0
22,F,Socks,Clothing,48,Rhode Island,XL,3.2,No,0,Cash,0.0
55,F,Boots,Footwear,50,Arkansas,M,3.4,No,0,Credit Card,0.0
29,M,Backpack,Accessories,82,Nevada,M,3.5,No,14,Credit Card,0.0
42,F,Hat,Accessories,33,Utah,L,4.2,No,0,Cash,0.0
23,F,Sandals,Footwear,28,Kentucky,L,2.8,No,12,Cash,0.0
70,F,Hoodie,Clothing,42,Wisconsin,L,5.0,Yes,0,Debit Card,10.0
64,F,Sunglasses,Accessories,43,Minnesota,M,3.3,No,0,Debit Card,0.0
39,F,Jeans,Clothing,55,North Dakota,M,3.7,No,0,Credit Card,0.0
47,U,T-shirt,Clothing,73,Ohio,XL,2.5,Yes,0,Cash,20.0
22,F,Dress,Clothing,39,Nevada,M,3.2,No,47,Credit Card,0.0
69,F,Belt,Accessories,20,Kentucky,S,3.1,No,0,Debit Card,0.0
35,F,Jewelry,Accessories,32,Kentucky,S,3.5,No,0,Debit Card,0.0
56,F,Hoodie,Clothing,86,Montana,L,4.6,No,0,Bank Transfer,0.0
30,M,Blouse,Clothing,91,Delaware,M,3.3,No,0,Debit Card,0.0
43,F,Jacket,Outerwear,59,Montana,L,2.5,No,0,Cash,0.0
23,F,Sneakers,Footwear,33,New Jersey,XL,4.6,Yes,0,Credit Card,10.0
50,F,Boots,Footwear,64,Nebraska,M,4.2,No,0,Bank Transfer,0.0
41,F,Blouse,Clothing,43,Alabama,L,2.6,No,46,Credit Card,0.0
27,U,Boots,Footwear,32,North Carolina,S,4.6,No,0,Credit,0.0
38,F,Scarf,Accessories,39,Delaware,S,3.5,No,0,Credit Card,0.0
41,F,Sandals,Footwear,41,Iowa,M,4.0,No,0,Debit Card,0.0
58,M,Coat,Outerwear,27,Virginia,M,3.9,No,0,Debit Card,0.0
19,F,Sunglasses,Accessories,82,Maryland,XL,3.7,Yes,0,Debit Card,20.0
27,F,Backpack,Accessories,78,Louisiana,M,3.0,Yes,0,Credit Card,10.0
28,F,Socks,Clothing,38,Ohio,XL,2.9,Yes,0,Debit Card,10.0
48,F,Shoes,Footwear,37,Oregon,M,4.0,No,0,Cash,0.0
43,M,Coat,Outerwear,83,Wyoming,L,3.5,No,0,Cash,0.0
45,F,Sweater,Clothing,72,Pennsylvania,M,3.8,No,0,Debit Card,0.0
26,F,Shirt,Clothing,30,Oregon,M,4.5,No,39,Debit Card,0.0
62,F,Shorts,Clothing,66,Oklahoma,M,2.7,No,13,Credit Card,0.0
58,F,Shirt,Clothing,45,Colorado,XL,2.9,No,0,Debit Card,0.0
19,U,Sunglasses,Accessories,73,New York,S,4.9,Yes,0,Cash,10.0
64,F,Shoes,Footwear,67,Minnesota,L,3.8,No,0,Debit Card,0.0
20,U,Handbag,Accessories,24,Wisconsin,M,4.6,No,0,Cash,0.0
45,F,Sunglasses,Accessories,68,Kentucky,L,3.5,Yes,0,Credit,10.0
28,F,Shirt,Clothing,70,Pennsylvania,M,4.2,Yes,12,Cash,10.0
47,F,Shirt,Clothing,64,Rhode Island,L,3.7,Yes,0,Debit Card,10.0
54,F,Sweater,Clothing,91,Illinois,M,2.8,No,0,Credit Card,0.0
45,F,Shirt,Clothing,24,Missouri,M,2.7,Yes,0,Debit Card,50.0
40,U,Jewelry,Accessories,80,Alabama,L,3.6,Yes,0,Credit Card,20.0
31,F,Socks,Clothing,53,Maine,XL,4.5,No,0,Debit Card,0.0
36,F,Jewelry,Accessories,31,Alabama,M,4.5,No,0,Credit Card,0.0
38,F,Gloves,Accessories,22,Idaho,M,4.7,No,0,Bank Transfer,0.0
58,M,Sneakers,Footwear,27,North Carolina,XL,4.6,Yes,11,Debit Card,10.0
31,M,Skirt,Clothing,34,Washington,M,3.6,No,0,Credit,0.0
28,F,Sunglasses,Accessories,53,Maine,M,3.0,Yes,0,Cash,10.0
61,F,Handbag,Accessories,85,Massachusetts,L,4.8,No,0,Cash,0.0
38,F,Skirt,Clothing,86,Pennsylvania,L,3.7,No,27,Debit Card,0.0
54,M,Socks,Clothing,63,Hawaii,M,2.6,No,0,Bank Transfer,0.0
29,F,Shirt,Clothing,44,Virginia,M,3.4,No,0,Credit Card,0.0
50,F,Sneakers,Footwear,95,New York,XL,3.9,No,0,Debit Card,0.0
32,M,Belt,Accessories,49,Delaware,M,4.8,Yes,0,Credit Card,10.0
38,F,Pants,Clothing,77,Hawaii,L,2.8,Yes,0,Bank Transfer,20.0
52,F,Jewelry,Accessories,63,Nebraska,L,4.4,No,0,Debit Card,0.0
61,F,Pants,Clothing,83,Vermont,M,3.1,Yes,0,Debit Card,10.0
25,F,Jewelry,Accessories,93,Iowa,M,3.8,No,15,Cash,0.0
22,F,Jeans,Clothing,91,Iowa,S,4.1,No,0,Debit Card,0.0
47,F,Scarf,Accessories,99,Arkansas,L,4.6,No,0,Cash,0.0
50,F,Belt,Accessories,24,Alabama,M,4.9,No,0,Debit Card,0.0
45,F,Dress,Clothing,82,Maryland,M,4.8,No,0,Credit Card,0.0
33,F,T-shirt,Clothing,28,South Dakota,M,3.9,No,15,Credit Card,0.0
42,M,Boots,Footwear,67,Vermont,M,2.6,No,46,Credit Card,0.0
52,M,Dress,Clothing,88,Montana,M,3.7,No,0,Debit Card,0.0
69,F,Jewelry,Accessories,70,South Dakota,S,4.7,Yes,0,Cash,10.0
55,M,Skirt,Clothing,100,Ohio,M,4.5,No,0,Credit,0.0
38,F,Handbag,Accessories,28,Texas,L,4.7,No,0,Credit,0.0
57,F,Coat,Outerwear,48,Indiana,S,3.6,No,47,Credit Card,0.0
33,F,Hoodie,Clothing,43,New Hampshire,S,2.8,No,21,Debit Card,0.0
57,U,Pants,Clothing,40,California,L,4.0,No,0,Credit Card,0.0
52,M,Boots,Footwear,97,Maine,M,3.6,No,0,Credit Card,0.0
48,F,Scarf,Accessories,45,Delaware,M,4.4,No,25,Cash,0.0
52,F,Boots,Footwear,49,Oklahoma,L,2.8,No,0,Debit Card,0.0
34,F,Sneakers,Footwear,36,Indiana,L,3.4,No,0,Debit Card,0.0
26,M,Sweater,Clothing,48,South Carolina,S,4.9,Yes,25,Cash,10.0
36,F,Belt,Accessories,62,Vermont,S,4.3,Yes,0,Cash,20.0
24,F,Jewelry,Accessories,74,Kansas,M,3.4,No,44,Credit Card,0.0
30,F,Handbag,Accessories,100,Utah,L,3.9,Yes,0,Cash,20.0
31,F,Jacket,Outerwear,39,New York,S,4.2,Yes,11,Debit Card,20.0
25,F,Boots,Footwear,65,Indiana,M,2.7,No,0,Bank Transfer,0.0
57,F,Sneakers,Footwear,99,Tennessee,XL,4.1,No,0,Credit Card,0.0
61,F,Scarf,Accessories,68,Georgia,XL,4.5,No,0,Cash,0.0
30,F,Coat,Outerwear,97,Nebraska,M,2.8,No,28,Cash,0.0
38,F,Shorts,Clothing,47,Washington,L,3.4,No,0,Debit Card,0.0
53,F,Shorts,Clothing,56,Idaho,S,3.9,No,0,Bank Transfer,0.0
31,M,Jeans,Clothing,91,Louisiana,L,2.6,No,0,Cash,0.0
70,U,Gloves,Accessories,93,New Jersey,L,4.4,No,9,Bank Transfer,0.0
21,U,Pants,Clothing,36,Delaware,L,4.9,Yes,0,Debit Card,10.0
33,F,Dress,Clothing,45,Wisconsin,M,3.6,No,0,Credit Card,0.0
60,F,Pants,Clothing,44,West Virginia,M,2.8,No,0,Credit Card,0.0
45,M,Gloves,Accessories,32,Texas,L,4.3,No,0,Debit Card,0.0
46,F,Belt,Accessories,36,Hawaii,S,3.0,No,0,Cash,0.0
62,F,Belt,Accessories,85,Arizona,S,3.3,No,0,Credit Card,0.0
63,F,Skirt,Clothing,36,Louisiana,L,2.5,No,0,Cash,0.0
69,F,Socks,Clothing,55,Nevada,S,5.0,No,31,Debit Card,0.0
46,F,Belt,Accessories,20,Rhode Island,XL,4.3,Yes,0,Credit Card,10.0
69,F,Shirt,Clothing,91,Illinois,M,4.2,No,0,Debit Card,0.0
66,F,Dress,Clothing,71,Utah,L,3.9,No,0,Cash,0.0
41,F,Socks,Clothing,64,North Dakota,M,3.9,No,0,Debit Card,0.0
32,F,Jacket,Outerwear,21,Kansas,L,4.2,No,18,Cash,0.0
69,F,Sweater,Clothing,100,Nevada,S,3.5,Yes,14,Bank Transfer,10.0
29,F,Jeans,Clothing,96,Virginia,M,2.5,No,42,Debit Card,0.0
70,F,Jewelry,Accessories,91,Utah,M,2.9,No,0,Debit Card,0.0
41,F,Sweater,Clothing,40,Idaho,S,2.7,No,0,Debit Card,0.0
31,F,Hoodie,Clothing,53,Alaska,M,4.7,No,0,Debit Card,0.0
31,F,Sunglasses,Accessories,48,New Hampshire,S,3.8,Yes,10,Cash,10.0
57,F,Sandals,Footwear,70,Ohio,M,3.7,Yes,7,Cash,10.0
29,M,Coat,Outerwear,29,Montana,L,4.7,No,0,Credit Card,0.0
70,F,Belt,Accessories,29,Louisiana,M,3.6,Yes,19,Bank Transfer,10.0
51,M,Blouse,Clothing,53,Oregon,M,2.8,No,13,Credit Card,0.0
18,F,Shorts,Clothing,65,Alaska,XL,3.5,No,0,Debit Card,0.0
37,F,Dress,Clothing,99,Utah,M,3.7,No,17,Debit Card,0.0
23,F,Sunglasses,Accessories,60,New York,L,3.0,Yes,0,Debit Card,50.0
39,F,Shoes,Footwear,86,New Mexico,M,4.9,No,19,Cash,0.0
62,F,Belt,Accessories,73,Louisiana,M,4.6,No,8,Debit Card,0.0
70,F,Belt,Accessories,45,Ohio,M,3.3,No,15,Credit Card,0.0
20,F,Belt,Accessories,70,Nevada,S,3.0,Yes,0,Credit Card,20.0
42,F,Belt,Accessories,65,Idaho,M,3.5,Yes,0,Cash,10.0
41,F,Skirt,Clothing,55,Arizona,L,4.2,No,0,Cash,0.0
24,F,T-shirt,Clothing,65,Utah,M,4.5,No,38,Credit,0.0
37,F,Scarf,Accessories,21,Wyoming,XL,2.8,No,27,Bank Transfer,0.0
30,U,Blouse,Clothing,26,Indiana,L,4.9,No,0,Bank Transfer,0.0
58,F,Sunglasses,Accessories,71,Wisconsin,S,3.3,No,0,Cash,0.0
43,F,Boots,Footwear,41,Texas,M,3.0,No,0,Debit Card,0.0
23,F,Jeans,Clothing,81,Arkansas,S,2.8,No,0,Debit Card,0.0
65,F,Sunglasses,Accessories,77,Pennsylvania,S,4.5,No,0,Cash,0.0
58,F,Sandals,Footwear,26,Georgia,M,4.0,No,0,Debit Card,0.0
50,F,Backpack,Accessories,31,Indiana,M,2.9,No,0,Cash,0.0
67,F,Blouse,Clothing,82,Idaho,S,4.0,No,0,Credit Card,0.0
40,F,Shoes,Footwear,60,Montana,XL,3.4,Yes,0,Cash,20.0
55,F,Shirt,Clothing,70,Tennessee,L,2.5,No,0,Credit Card,0.0
52,F,Hoodie,Clothing,26,West Virginia,XL,2.8,No,0,Credit Card,0.0
62,F,Dress,Clothing,100,California,L,3.0,No,0,Cash,0.0
64,F,Dress,Clothing,82,Georgia,M,3.1,No,0,Debit Card,0.0
43,F,Sneakers,Footwear,24,Maryland,XL,2.6,Yes,0,Credit Card,10.0
61,F,Blouse,Clothing,74,Idaho,L,4.9,No,0,Credit Card,0.0
26,F,Backpack,Accessories,58,California,XL,3.5,No,0,Credit Card,0.0
22,F,Sweater,Clothing,56,Alabama,L,2.6,Yes,0,Credit,10.0
51,F,Boots,Footwear,37,Utah,L,3.5,No,0,Credit Card,0.0
69,F,Handbag,Accessories,64,Kentucky,M,4.5,No,0,Cash,0.0
50,F,Hoodie,Clothing,58,Vermont,S,4.3,No,0,Debit Card,0.0
51,F,Belt,Accessories,44,Iowa,L,4.8,No,0,Cash,0.0
56,F,Jewelry,Accessories,39,Georgia,M,4.2,No,0,Debit Card,0.0
59,U,Blouse,Clothing,48,Alabama,L,3.2,No,0,Debit Card,0.0
18,F,Handbag,Accessories,32,Nebraska,M,4.1,No,0,Cash,0.0
48,F,Handbag,Accessories,79,Rhode Island,M,4.0,Yes,27,Credit,10.0
53,F,Coat,Outerwear,27,South Dakota,L,2.9,No,0,Cash,0.0
45,F,Belt,Accessories,98,Illinois,S,2.6,Yes,0,Credit Card,20.0
21,F,Boots,Footwear,67,North Carolina,M,2.7,No,10,Bank Transfer,0.0
42,F,Socks,Clothing,37,Florida,L,4.6,Yes,0,Credit,10.0
60,M,Shoes,Footwear,49,Pennsylvania,M,3.2,No,0,Cash,0.0
21,F,Sneakers,Footwear,74,Vermont,M,4.1,No,0,Credit,0.0
69,F,Jewelry,Accessories,93,Colorado,M,3.9,Yes,0,Debit Card,20.0
40,F,Handbag,Accessories,60,Utah,L,3.0,No,41,Bank Transfer,0.0
31,F,Coat,Outerwear,76,Kentucky,S,3.6,No,28,Debit Card,0.0
44,F,Sunglasses,Accessories,64,Wyoming,L,4.6,No,0,Debit Card,0.0
48,U,Shoes,Footwear,38,Maine,XL,4.5,No,0,Bank Transfer,0.0
32,M,Shoes,Footwear,91,Maine,L,3.2,No,22,Bank Transfer,0.0
42,F,Boots,Footwear,70,New Hampshire,S,4.9,No,0,Debit Card,0.0
27,F,Sandals,Footwear,22,Kansas,M,5.0,Yes,5,Debit Card,10.0
69,U,Gloves,Accessories,59,New Jersey,M,3.8,No,0,Cash,0.0
67,U,Backpack,Accessories,22,North Carolina,M,3.4,Yes,0,Bank Transfer,10.0
41,F,Handbag,Accessories,74,West Virginia,S,3.8,No,0,Bank Transfer,0.0
46,F,Sweater,Clothing,71,Kentucky,L,3.2,Yes,0,Credit Card,20.0
47,F,Coat,Outerwear,80,California,S,4.7,No,0,Debit Card,0.0
33,F,T-shirt,Clothing,59,South Dakota,L,4.5,Yes,0,Credit,10.0
51,F,Backpack,Accessories,96,California,L,3.3,No,0,Debit Card,0.0
26,F,Sunglasses,Accessories,43,Connecticut,L,3.9,No,0,Credit Card,0.0
22,F,Belt,Accessories,76,Idaho,S,3.6,No,49,Bank Transfer,0.0
49,F,Jacket,Outerwear,59,North Dakota,M,2.8,No,7,Debit Card,0.0
58,F,Skirt,Clothing,48,Michigan,L,4.3,No,0,Debit Card,0.0
70,M,Belt,Accessories,22,Missouri,S,3.5,No,0,Cash,0.0
32,U,Boots,Footwear,40,California,M,4.2,No,0,Debit Card,0.0
62,F,Jeans,Clothing,73,Delaware,L,4.6,No,17,Debit Card,0.0
52,F,Shoes,Footwear,26,Alabama,XL,2.6,No,43,Cash,0.0
23,F,Sweater,Clothing,41,New Hampshire,L,3.4,No,0,Cash,0.0
26,F,Jewelry,Accessories,98,New York,L,3.1,No,0,Cash,0.0
58,F,Shirt,Clothing,63,Oregon,L,3.6,Yes,7,Debit Card,20.0
26,F,Boots,Footwear,55,Massachusetts,L,4.2,No,34,Debit Card,0.0
54,F,Shorts,Clothing,90,Utah,XL,3.6,No,0,Cash,0.0
66,F,Handbag,Accessories,46,New Hampshire,M,3.6,No,0,Debit Card,0.0
60,F,Sweater,Clothing,88,Illinois,S,3.0,No,0,Debit Card,0.0
32,F,Belt,Accessories,95,Alaska,M,2.5,No,24,Bank Transfer,0.0
48,F,Belt,Accessories,31,Wyoming,M,4.0,No,0,Bank Transfer,0.0
69,F,Hoodie,Clothing,42,Colorado,L,4.1,No,5,Cash,0.0
64,F,Sneakers,Footwear,44,Vermont,L,4.9,No,11,Credit Card,0.0
56,F,T-shirt,Clothing,99,Utah,M,4.0,No,0,Bank Transfer,0.0
46,F,Scarf,Accessories,37,Idaho,S,3.2,Yes,0,Credit,50.0
24,F,Sweater,Clothing,50,Nevada,L,2.8,No,0,Debit Card,0.0
47,M,Handbag,Accessories,73,Utah,M,3.5,No,0,Debit Card,0.0
62,F,Shirt,Clothing,84,North Carolina,M,3.1,No,0,Bank Transfer,0.0
34,U,Dress,Clothing,64,Arkansas,M,3.3,Yes,0,Bank Transfer,10.0
50,F,Sandals,Footwear,21,North Carolina,L,4.6,No,23,Cash,0.0
29,F,Shirt,Clothing,36,Texas,M,4.9,No,0,Bank Transfer,0.0
68,F,Dress,Clothing,81,Nevada,L,3.4,Yes,0,Credit Card,20.0
52,F,Sunglasses,Accessories,54,Utah,L,3.5,No,14,Bank Transfer,0.0
29,F,Socks,Clothing,63,Pennsylvania,L,4.8,No,0,Cash,0.0
22,F,Sandals,Footwear,59,Georgia,M,2.7,No,9,Cash,0.0
62,F,Hat,Accessories,53,Minnesota,S,3.4,No,0,Debit Card,0.0
69,M,Shirt,Clothing,63,Kansas,L,3.5,Yes,20,Bank Transfer,10.0
48,F,Shoes,Footwear,33,Delaware,M,3.7,Yes,39,Bank Transfer,10.0
42,F,Shirt,Clothing,98,Michigan,S,2.9,No,0,Bank Transfer,0.0
50,M,Hat,Accessories,85,Vermont,L,3.9,Yes,0,Bank Transfer,10.0
32,F,Jewelry,Accessories,82,Idaho,S,2.7,Yes,0,Cash,10.0
51,F,Jacket,Outerwear,85,South Dakota,M,4.3,No,29,Cash,0.0
43,F,Pants,Clothing,56,Georgia,S,5.0,Yes,0,Debit Card,20.0
62,F,Sandals,Footwear,57,Alabama,M,4.7,No,20,Debit Card,0.0
65,F,Blouse,Clothing,31,Hawaii,L,4.6,Yes,0,Credit Card,10.0
50,M,Socks,Clothing,69,Oregon,M,3.2,No,7,Debit Card,0.0
60,F,Jacket,Outerwear,92,Illinois,M,4.3,Yes,47,Bank Transfer,10.0
19,F,Handbag,Accessories,46,Texas,L,4.6,No,0,Bank Transfer,0.0
19,F,Blouse,Clothing,97,Texas,S,3.8,Yes,0,Debit Card,10.0
46,F,Shirt,Clothing,93,Nebraska,L,2.6,No,0,Debit Card,0.0
21,F,Handbag,Accessories,56,Arkansas,M,4.7,No,45,Debit Card,0.0
26,U,Scarf,Accessories,53,South Dakota,M,4.1,Yes,0,Bank Transfer,10.0
50,F,Coat,Outerwear,66,Montana,L,3.7,Yes,0,Debit Card,10.0
43,F,Hoodie,Clothing,50,Florida,M,3.0,No,0,Cash,0.0
61,F,Shorts,Clothing,97,Virginia,L,4.7,No,0,Debit Card,0.0
63,F,Sandals,Footwear,79,Louisiana,XL,4.7,No,0,Credit Card,0.0
46,F,Shirt,Clothing,76,Louisiana,M,4.0,No,0,Debit Card,0.0
63,F,Hoodie,Clothing,38,Louisiana,L,2.6,Yes,16,Debit Card,20.0
23,F,Socks,Clothing,45,Georgia,M,3.0,Yes,34,Credit Card,20.0
57,F,Handbag,Accessories,77,Iowa,XL,3.3,No,0,Debit Card,0.0
57,F,Jewelry,Accessories,51,California,M,3.4,No,0,Cash,0.0
57,F,Sunglasses,Accessories,76,Maine,L,2.6,No,28,Bank Transfer,0.0
55,F,Gloves,Accessories,94,Louisiana,M,3.4,Yes,0,Credit Card,10.0
65,F,Jacket,Outerwear,32,Arkansas,S,4.4,No,0,Cash,0.0
60,F,Sandals,Footwear,20,Maryland,S,4.7,Yes,0,Debit Card,10.0
52,F,Pants,Clothing,20,Vermont,M,4.5,No,0,Debit Card,0.0
34,F,Jacket,Outerwear,59,North Dakota,M,2.9,Yes,11,Bank Transfer,50.0
33,F,Sweater,Clothing,97,Michigan,M,4.2,Yes,0,Cash,10.0
58,F,T-shirt,Clothing,68,Arkansas,M,4.1,No,0,Cash,0.0
35,F,Boots,Footwear,66,Kentucky,L,4.4,No,0,Bank Transfer,0.0
68,F,Shoes,Footwear,85,Indiana,L,4.7,No,0,Debit Card,0.0
58,F,Skirt,Clothing,32,Minnesota,M,3.1,No,0,Cash,0.0
34,F,Coat,Outerwear,44,Louisiana,M,2.7,Yes,0,Bank Transfer,20.0
47,U,Blouse,Clothing,95,Kentucky,L,4.6,Yes,40,Cash,10.0
35,F,Sunglasses,Accessories,85,Georgia,M,4.4,No,0,Debit Card,0.0
34,F,Gloves,Accessories,44,Alaska,XL,4.6,No,0,Bank Transfer,0.0
36,F,Sunglasses,Accessories,30,Mississippi,S,4.9,No,47,Credit Card,0.0
23,F,Sneakers,Footwear,21,Kansas,L,4.0,No,0,Debit Card,0.0
68,F,Hoodie,Clothing,22,Arizona,M,2.9,No,0,Cash,0.0
23,F,Boots,Footwear,70,Maine,L,2.6,No,12,Debit Card,0.0
57,F,Handbag,Accessories,29,Texas,XL,4.6,No,16,Cash,0.0
21,F,Shirt,Clothing,83,Virginia,S,4.9,No,19,Credit,0.0
45,F,Sweater,Clothing,99,North Dakota,M,4.3,No,21,Credit Card,0.0
37,M,Shorts,Clothing,35,West Virginia,L,4.3,No,15,Debit Card,0.0
18,F,Belt,Accessories,40,North Carolina,M,4.6,No,0,Debit Card,0.0
52,F,T-shirt,Clothing,64,New Mexico,L,3.1,No,0,Bank Transfer,0.0
49,U,Belt,Accessories,90,North Carolina,M,3.1,No,0,Cash,0.0
56,F,Socks,Clothing,88,Alabama,L,3.1,Yes,0,Debit Card,10.0
27,F,Belt,Accessories,55,Connecticut,M,4.4,No,0,Cash,0.0
22,F,Handbag,Accessories,90,Montana,M,4.3,Yes,0,Cash,10.0
18,F,Shirt,Clothing,50,Montana,M,3.1,No,0,Cash,0.0
21,F,Belt,Accessories,34,Maine,L,3.1,No,0,Debit Card,0.0
62,F,Hat,Accessories,89,Louisiana,L,2.9,Yes,0,Bank Transfer,10.0
28,U,Backpack,Accessories,87,Nebraska,XL,3.8,No,0,Cash,0.0
66,M,Dress,Clothing,77,Massachusetts,S,4.2,No,43,Cash,0.0
66,F,Shoes,Footwear,85,Wisconsin,L,3.9,No,0,Bank Transfer,0.0
49,M,Pants,Clothing,66,Nebraska,XL,2.8,No,0,Cash,0.0
40,F,Dress,Clothing,32,Arizona,L,2.6,No,0,Credit Card,0.0
49,F,Jacket,Outerwear,92,Hawaii,M,3.0,No,0,Bank Transfer,0.0
19,F,Shirt,Clothing,80,Georgia,M,2.7,No,37,Bank Transfer,0.0
24,F,Dress,Clothing,78,Oregon,M,2.8,No,0,Cash,0.0
31,F,Jeans,Clothing,24,Montana,M,2.9,No,14,Cash,0.0
35,F,T-shirt,Clothing,59,Georgia,M,3.8,No,0,Debit Card,0.0
65,F,Sunglasses,Accessories,41,Rhode Island,XL,4.4,No,10,Credit Card,0.0
68,F,Jewelry,Accessories,26,Tennessee,M,3.1,No,0,Bank Transfer,0.0
57,F,Socks,Clothing,52,Missouri,M,3.7,No,0,Debit Card,0.0
69,F,Skirt,Clothing,46,Washington,L,4.9,Yes,0,Cash,10.0
45,F,Pants,Clothing,52,Oklahoma,L,3.8,No,0,Credit,0.0
35,F,Socks,Clothing,42,Connecticut,M,3.4,No,0,Debit Card,0.0
36,F,Sandals,Footwear,37,Arkansas,XL,4.6,No,39,Credit Card,0.0
55,F,Belt,Accessories,52,Missouri,L,3.2,No,31,Credit Card,0.0
66,F,Sandals,Footwear,34,Washington,L,2.7,No,0,Credit Card,0.0
57,F,Shorts,Clothing,88,Idaho,M,4.3,No,0,Debit Card,0.0
31,F,Jacket,Outerwear,51,Montana,M,4.4,Yes,0,Cash,10.0
50,F,Sunglasses,Accessories,97,Georgia,L,3.6,Yes,4,Credit Card,20.0
50,F,Sneakers,Footwear,56,Mississippi,M,3.5,Yes,0,Cash,10.0
61,F,Sweater,Clothing,53,Hawaii,L,4.2,No,0,Debit Card,0.0
52,F,Skirt,Clothing,71,Ohio,L,4.7,No,0,Cash,0.0
38,M,Jewelry,Accessories,93,Virginia,S,4.8,Yes,0,Debit Card,10.0
67,F,Blouse,Clothing,72,Texas,L,3.2,No,28,Debit Card,0.0
42,F,Blouse,Clothing,59,Vermont,M,3.5,Yes,0,Bank Transfer,10.0
41,F,Jeans,Clothing,78,California,S,3.4,No,0,Credit Card,0.0
62,F,Hoodie,Clothing,68,Mississippi,XL,4.7,Yes,0,Credit Card,10.0
19,F,Sweater,Clothing,76,Iowa,S,3.0,No,0,Cash,0.0
63,F,Gloves,Accessories,99,Virginia,L,4.0,Yes,0,Credit Card,10.0
43,F,Sneakers,Footwear,52,Maryland,L,4.6,No,0,Credit Card,0.0
68,F,Sunglasses,Accessories,58,Missouri,S,4.9,No,0,Credit Card,0.0
24,F,Belt,Accessories,59,Wisconsin,L,2.8,No,0,Debit Card,0.0
27,F,Sweater,Clothing,71,Maine,M,3.2,No,29,Credit Card,0.0
61,F,Gloves,Accessories,94,Pennsylvania,L,2.8,No,39,Debit Card,0.0
59,U,Handbag,Accessories,40,Maine,XL,4.2,Yes,16,Debit Card,10.0
67,F,Socks,Clothing,24,Missouri,L,4.8,Yes,0,Credit Card,10.0
46,M,Pants,Clothing,38,Vermont,S,2.8,No,0,Cash,0.0
65,M,Scarf,Accessories,37,Wisconsin,L,4.5,No,0,Debit Card,0.0
63,F,Coat,Outerwear,29,New Jersey,L,4.1,No,14,Debit Card,0.0
57,F,Jacket,Outerwear,92,New Mexico,XL,4.3,No,0,Debit Card,0.0
40,F,Hoodie,Clothing,24,Colorado,XL,4.4,No,0,Bank Transfer,0.0
36,F,Boots,Footwear,52,California,M,3.0,No,0,Cash,0.0
67,F,Socks,Clothing,29,Arizona,XL,2.7,No,0,Credit,0.0
64,U,Shoes,Footwear,31,Arkansas,L,4.3,No,0,Debit Card,0.0
30,F,Socks,Clothing,67,Nevada,M,2.9,No,43,Debit Card,0.0
53,F,Pants,Clothing,65,Rhode Island,L,4.9,No,0,Cash,0.0
27,F,Sunglasses,Accessories,56,Texas,M,3.3,Yes,33,Credit Card,10.0
53,F,Skirt,Clothing,78,Washington,M,3.1,No,0,Debit Card,0.0
34,F,Coat,Outerwear,90,Rhode Island,M,2.7,No,10,Cash,0.0
39,F,Hoodie,Clothing,85,Illinois,S,3.4,No,0,Cash,0.0
44,F,Sunglasses,Accessories,58,Oregon,M,3.4,No,46,Debit Card,0.0
37,F,Skirt,Clothing,34,Florida,M,3.9,No,0,Debit Card,0.0
57,F,Coat,Outerwear,40,Kansas,L,3.5,No,0,Credit Card,0.0
38,F,Handbag,Accessories,29,North Dakota,M,4.1,Yes,16,Cash,10.0
21,F,T-shirt,Clothing,76,New Hampshire,M,3.2,No,28,Cash,0.0
45,F,Sunglasses,Accessories,84,Texas,S,4.6,No,0,Cash,0.0
68,F,Shirt,Clothing,65,Montana,S,3.9,No,0,Debit Card,0.0
37,F,Hoodie,Clothing,80,Delaware,L,2.7,Yes,18,Credit,10.0
53,F,Blouse,Clothing,98,New Hampshire,M,3.0,No,31,Credit Card,0.0
57,F,Sneakers,Footwear,71,Minnesota,XL,3.3,No,38,Bank Transfer,0.0
28,M,Scarf,Accessories,69,Alaska,XL,2.7,No,0,Debit Card,0.0
37,F,Jewelry,Accessories,95,Connecticut,M,4.6,No,27,Cash,0.0
